0xf222e	󲈮	󳤣|󐁥󲐀，󲊂󐁥󲐀
0xf2c2a	󲰪	󲯵󲜞󲾄󲵪󲭴󳋅󲾂󲻥󳗧󳊅󲼣󲻏󳐆|挺（胸、腰、肚）；用通用彝文写作「」。
0xf2c2b	󲰫	的英文是（骄傲），中文是（骄傲）。|是通用彝文字符 unicode 0xf2c2b 滇川黔桂彝文
0xf2c2c	󲰬	彝文字符的中文含义是来，英文含义是来。|来
0xf2c2d	󲰭	是通用彝文字符 unicode 0xf2c2d 滇川黔桂彝文|编号4108对应彝文字符。
0xf2c2e	󲰮	是通用彝文字符 unicode 0xf2c2e 滇川黔桂彝文|󳂙󳉦󲯣󲡌󳕇󳖅󲝘
0xf2c2f	󲰯	字符的词汇编号是4110。|是通用彝文字符 unicode 0xf2c2f 滇川黔桂彝文
0xf2c30	󲰰	「夏」的通用彝文是「」。|夏
0xf2c31	󲰱	图案|的意思是图案（图案）。
0xf2c32	󲰲	的英文是nine(数词) ;，中文是九（数词）；。|nine(数词) ;
0xf2c33	󲰳	󳍌󳉕󲳔󳙤󲦹󳛋󲼠󳍭󳇒󲜴󲝾󳌨󲠻|󲠿󲟵󲾻󲩋󲧯󲪹󲶗󳈛󲧠󳇳󳕬󲮡󲭃󲟶
0xf2c34	󲰴	的英文是(hair, wool发 (蓬松) )，中文是（毛发|彝文字符的中文含义是（毛发（蓬松）），英文含义是(hair,
0xf2c35	󲰵	The Yi script for '（火镰）' is ''|（fire镰）
0xf2c36	󲰶	1. (刀子的) 前缀词素; 2. 巴(豆) ;|󳀴󳋔󳊡󲝫󳅹󲣿󲳾󲭌󲦁󳍘󲠈󲝱󲱌
0xf2c37	󲰷	󲵋󲵱󳌶󳖥󲰄󲪡󲻢󳍜󳂇󳗛󳍥󳗞|󲻧󲦲󲟦󳁺󳄫󲬻󳜦󳁥󳆢󲶫󳋭
0xf2c38	󲰸	󲺟󳖹󳉻󳎽󳅅󲱜󳗧󲳳󲝪󳅈󳛻|是通用彝文字符 unicode 0xf2c38 滇川黔桂彝文
0xf2c39	󲰹	彝文 unicode:0xf2c39 通用彝文字符集|是通用彝文字符 unicode 0xf2c39 滇川黔桂彝文
0xf2c3a	󲰺	彝文字符的中文含义是（蜥蜴），英文含义是（蜥蜴）。|彝文字符的词汇编号是4121。
0xf2c3b	󲰻	彝文字符的中文含义是（经络病），英文含义是（经络病）。|󳘕󲮛󲥗󳌤󳐢󳛙󳉑󲩷
0xf2c3c	󲰼	哄闹、喧哗用通用彝文写作「」。|哄闹, 喧哗
0xf2c3d	󲰽	的意思是菌（类、子）（菌 (class, 子)）。|菌 (class, 子)
0xf2c3e	󲰾	󳁀󳙶󲴿󲷜󲿌󳑜󳀅󲨂󲸶󲣬󲮞󲟷󲫈󲾳|是通用彝文字符 unicode 0xf2c3e 滇川黔桂彝文
0xf2c3f	󲰿	是通用彝文字符 unicode 0xf2c3f 滇川黔桂彝文|󲡩󲭛󳗂󲳊󲾔󲜵󲜒󲭬󳒗󲠪󲢨󲮁󲶄
0xf2c40	󲱀	野山药(野苕 (tiao) )|是通用彝文字符 unicode 0xf2c40 滇川黔桂彝文
0xf2c41	󲱁	是通用彝文字符 unicode 0xf2c41 滇川黔桂彝文|的英文是扒 (climb, scale援)，中文是扒（攀援）
0xf2c42	󲱂	的英文是暴 (露)，中文是暴（露）。|暴 (露)
0xf2c43	󲱃	是通用彝文字符 unicode 0xf2c43 滇川黔桂彝文|（准备, 预备） in Yi script is  (（准备
0xf2c44	󲱄	是通用彝文字符 unicode 0xf2c44 滇川黔桂彝文|办 (事)
0xf2c45	󲱅	的意思是整（齐）（整 (齐)）。|彝文 unicode:0xf2c45 通用彝文字符集
0xf2c46	󲱆	（object, thing品, 东西） in Yi scr|（object, thing品, 东西）
0xf2c47	󲱇	彝文字符的中文含义是建造、建盖，英文含义是建造, 建盖。|建造, 建盖
0xf2c48	󲱈	彝文字符的中文含义是（旅馆、客店），英文含义是（旅馆, 客店|（旅馆, 客店） in Yi script is  (（旅馆
0xf2c49	󲱉	彝文字符的中文含义是（经常（天天）），英文含义是(经常 (s|是通用彝文字符 unicode 0xf2c49 滇川黔桂彝文
0xf2c4a	󲱊	彝文字符的中文含义是（巴豆（药物）），英文含义是(巴豆 (药|󳖫󳒏󳍷󳘒󳜅󲣈󳊳󲨉󲷌󲯜
0xf2c4b	󲱋	󳌑󲴪 ugly family cloud|彝文 unicode:0xf2c4b 通用彝文字符集
0xf2c4c	󲱌	里 (face, surface) in Yi script|󳋠󳉟󳍺󳓱󳈷󳛀󳗦󳑯󳏳󳋚󲬴󲟿󲳨
0xf2c4d	󲱍	锋利用通用彝文写作「」。|的意思是锋利（锋利）。
0xf2c4e	󲱎	󲯖󳇧󲜣󲳊󳍧󳘊|是通用彝文字符 unicode 0xf2c4e 滇川黔桂彝文
0xf2c4f	󲱏	The Yi script for '清楚、透明、明白' i|󳈔󲴀󳘊󲷢󲳞󲨔󲫧󳇚󳓋󲭠󳔴󲴊󲷵󳏩
0xf2c50	󲱐	󲿜󲪕󲸋󲿆󳉝󲺕󲢾󳛿󳖈󲱜󳋊󳚎󲳯|󲪰󲡩󳙝󲶻󳙼󲪄󲸾
0xf2c51	󲱑	（聪明、伶俐）用通用彝文写作「」。|󳗄󲞕󳊼󳑕󲱸󳌹󲹀󲡸󳏒󳅼 good medicine taste
0xf2c52	󲱒	The Yi script for '1、边、界；2、方（矩|󳍼󲡍󳗻󳙨󲪡󲱜󳁜󲬛󳗏󲼥󳜙󳅘󲞆󳚏 read ten thousa
0xf2c53	󲱓	The Yi script for '1、边、面、后；2、（|󲝗󳌁󲫄󲷱󳈲󲰎󲯥󳐦󳓎󳄨󳒀󲼏
0xf2c54	󲱔	的意思是有（古语）（有 (ancient saying)）。|的英文是有 (ancient saying)，中文是有（古语
0xf2c55	󲱕	（嘴）巴用通用彝文写作「」。|The Yi script for '（嘴）巴' is ''
0xf2c56	󲱖	是通用彝文字符 unicode 0xf2c56 滇川黔桂彝文|（猫的词尾）用通用彝文写作「」。
0xf2c57	󲱗	是通用彝文字符 unicode 0xf2c57 滇川黔桂彝文|更替 in Yi script is  (更替).
0xf2c58	󲱘	The Yi script for '揭（开）' is ''|是通用彝文字符 unicode 0xf2c58 滇川黔桂彝文
0xf2c59	󲱙	󳎞󳗷󲜯󳍛󲹋󳜥󳗑󳕌󳗣󲫄󲯧󲱌󳛕󳀻|The Yi script for '1、容易；2、（很，（
0xf2c5a	󲱚	彝文字符的中文含义是干瘪、秕（bi），英文含义是dry瘪, |󳘚󲪌󳃛󳋦󲲽󳒢󲤭󳜧󲰫󳈐󲦦
0xf2c5b	󲱛	是通用彝文字符 unicode 0xf2c5b 滇川黔桂彝文|的意思是棕（皮、树）（棕 (皮, 树)）。
0xf2c5c	󲱜	（continuousplace, location来）|󳔬󲹷󲭔󲴞󲴺󲳼󲝷󳐞󳀕󲜺󲟞
0xf2c5d	󲱝	的英文是（婚配），中文是（婚配）。|󳚢󲟺󳑾󲢜󲭪󲼍󳔕󳊁󲳟󳍜
0xf2c5e	󲱞	󲢸󳔎 strong snow ocean|1. 解(drive, operate) ; 2. 放(出去
0xf2c5f	󲱟	的意思是熟（过头）（cooked, ripe (过头)）。|󲭤󲯆󳍋󲿢󳋾󲲨󲷹󲾴󳓤󲹛󳐿󲢹󲾝
0xf2c60	󲱠	󳔰󳑘󳌃󳃇󳐫󳙨󳁊󳃉󲷥󲯬󲢗|彝文 unicode:0xf2c60 通用彝文字符集
0xf2c61	󲱡	的英文是别 (动词)，中文是别（动词）。|󳒕󲰨 space big old
0xf2c62	󲱢	󳄃󳒅 new fast light|󳈴󳁽󲶎󲴇󲺛󲰑
0xf2c63	󲱣	The Yi script for '钱财' is ''. |钱财 in Yi script is  (钱财).
0xf2c64	󲱤	󲼗󳗘󳏰󲯖󳇸󲹍󲷘󳃠󳛨|󳇉󳍡󳋲󳕶
0xf2c65	󲱥	The Yi script for '筑（巢）、做（窝）' |「筑（巢）、做（窝）」的通用彝文是「」。
0xf2c66	󲱦	的意思是驾（车）（驾 (车)）。|󲱢󳜏󳅕 how much per kilogram it i
0xf2c67	󲱧	签|󳃝󲝝󲝟󳊎󲧣󲬵󲞄󲜥󲯶󲷫
0xf2c68	󲱨	的英文是（pack, wrap茅），中文是（包茅）。|是通用彝文字符 unicode 0xf2c68 滇川黔桂彝文
0xf2c69	󲱩	（家谱）|的意思是（家谱）（（家谱））。
0xf2c6a	󲱪	彝文字符的中文含义是（法术），英文含义是（法术）。|󲟕󳐋 true snow cold
0xf2c6b	󲱫	的意思是愿意（愿意）。|是通用彝文字符 unicode 0xf2c6b 滇川黔桂彝文
0xf2c6c	󲱬	󲳋󳕏󲭃󳇢󳚍󳅕󳎁󳉯󲨚󳛯|（果吉, 彝族家支）
0xf2c6d	󲱭	rise, get up泡 in Yi script is |The Yi script for '起泡' is ''. 
0xf2c6e	󲱮	The Yi script for '导（导线（导纱子））'|导(导thread, line (导gauze, yarn子
0xf2c6f	󲱯	您 (敬称) in Yi script is  (您（敬称）|The Yi script for '您（敬称）' is '
0xf2c70	󲱰	彝文字符的中文含义是孝帕，英文含义是孝帕。|孝帕
0xf2c71	󲱱	是通用彝文字符 unicode 0xf2c71 滇川黔桂彝文|󳐍󳍗󳙴󲢭󳔩󲺊󳒳󲷰󳚢󲭃󳏆
0xf2c72	󲱲	是通用彝文字符 unicode 0xf2c72 滇川黔桂彝文|󳇴󲦤󳗡󳄶󲪂󲴾󲼎󲾲󲧕󲻖󲵓󲦳
0xf2c73	󲱳	的意思是（梧桐树）（（梧桐树））。|是通用彝文字符 unicode 0xf2c73 滇川黔桂彝文
0xf2c74	󲱴	的英文是（角fall, drop），中文是（角落）。|（角落）用通用彝文写作「」。
0xf2c75	󲱵	彝文字符的中文含义是隔断（奶），英文含义是隔断 (奶)。|彝文 unicode:0xf2c75 通用彝文字符集
0xf2c76	󲱶	󲬝󲜣󲢭󲤲󳃾󲡥󳍓󲷶󳈛󳈇󲨕󲨧󲩙󳙧|1. (行令, 司令) ; 2. (布置, point, i
0xf2c77	󲱷	彝文 unicode:0xf2c77 通用彝文字符集|The Yi script for '（城市）' is ''
0xf2c78	󲱸	垭 (山垭)|󳗄󲞕󲱑󳊼󳑕󳌹󲹀󲡸󳏒󳅼 good medicine taste
0xf2c79	󲱹	󲾌󳈛󳕅󳉂󲸏󲭜󲫨|󲵥󳁰󲞼󳏸󳉸󳑋󲤱󳚭󳂃󳇴󲟙󲻨
0xf2c7a	󲱺	󳂻󳃿󳌆󳏼󲲂󲦮󳚠|1. (利益) ; 2. (营养) ;
0xf2c7b	󲱻	的英文是退，中文是退。|彝文字符的中文含义是退，英文含义是退。
0xf2c7c	󲱼	󲯷󳇎󲦸󲦶󲲑󲮆󲿝|彝文字符的中文含义是五（数词），英文含义是five (数词)
0xf2c7d	󲱽	󲸣󲢣󳖦󳄔󳄏󳆩|󳖄 life mountain
0xf2c7e	󲱾	的英文是越, 愈，中文是越、愈。|󲹪󳎾󳊱󳎘󳊒󲶈󲻃󲣐󲝈󲤇󲼨󳒌󲿞
0xf2c7f	󲱿	1. 善, 贤, 吉, 良; 2. (恩情) ;|󳒩󳔭󳔦󳂲󲧤󳔮󲹘󲪯󳍕󲞥󳊱󲫁
0xf2c80	󲲀	彝文字符的中文含义是来由，英文含义是来由。|的意思是来由（来由）。
0xf2c81	󲲁	编号4192对应彝文字符。|彝文 unicode:0xf2c81 通用彝文字符集
0xf2c82	󲲂	󳄍󲝰 strong heart star|1、交易；2、贩卖；用通用彝文写作「」。
0xf2c83	󲲃	󳙮󲾶󲰡󲼢󲰈󳒙󳃴󳆿󲫷󲝳|的意思是滚（使动）（滚 (使动)）。
0xf2c84	󲲄	的英文是剥 (剥chestnut)，中文是剥（剥板栗）。|的意思是剥（剥板栗）（剥 (剥chestnut)）。
0xf2c85	󲲅	󲳶󳆲󲮸󳀫󳉇󳌫󲩴󳓸󳃮󲻣󳂕󲲌󳓙|「旗」的通用彝文是「」。
0xf2c86	󲲆	󲲇 snow spirit|彝文字符的中文含义是轻率、马虎，英文含义是轻率, horse
0xf2c87	󲲇	是通用彝文字符 unicode 0xf2c87 滇川黔桂彝文|󳍉󲣮󲢎󲞰󳂔󳙦󲦑󳂞󳘽󲤀
0xf2c88	󲲈	󳈃 desert ocean|彝文 unicode:0xf2c88 通用彝文字符集
0xf2c89	󲲉	编号4200对应彝文字符。|「（大腿）」的通用彝文是「」。
0xf2c8a	󲲊	的意思是妇（女）（妇 (女)）。|是通用彝文字符 unicode 0xf2c8a 滇川黔桂彝文
0xf2c8b	󲲋	名 in Yi script is  (名).|彝文字符的词汇编号是4202。
0xf2c8c	󲲌	的意思是地（副词）（place, location (副词)|󳓔󲷍󳗸󲱨󲨷󲵈󲞗󲦖󲡐
0xf2c8d	󲲍	（祭牲）用通用彝文写作「」。|󳆇󳍔󲨅󳅶󳌗󳍰󳍥󲼲󲩯󳂵
0xf2c8e	󲲎	(布) sew, stitch接处 in Yi script|󲽢󲩫󲯈󳋝
0xf2c8f	󲲏	彝文字符的中文含义是（开辟），英文含义是（open up, |The Yi script for '（开辟）' is ''
0xf2c90	󲲐	本事|的意思是本事（本事）。
0xf2c91	󲲑	「1、刀刃；2、（锋）芒」的通用彝文是「」。|1. 刀刃; 2. (锋) 芒
0xf2c92	󲲒	󳇗󳘲󲫃󳀖󳀕󲹘󳔽󳄲|彝文 unicode:0xf2c92 通用彝文字符集
0xf2c93	󲲓	的意思是干（活）（dry (活)）。|dry (活) in Yi script is  (干（活）
0xf2c94	󲲔	彝文字符的中文含义是（轻轻地走动），英文含义是（轻轻plac|彝文 unicode:0xf2c94 通用彝文字符集
0xf2c95	󲲕	1. (果) 蒂; 2. 事因; 3, (person, p|字符的词汇编号是4212。
0xf2c96	󲲖	彝文字符的中文含义是（泥鳅），英文含义是（泥鳅）。|（泥鳅）用通用彝文写作「」。
0xf2c97	󲲗	采 (摘)|是通用彝文字符 unicode 0xf2c97 滇川黔桂彝文
0xf2c98	󲲘	的英文是完(吃完了) ;，中文是完（吃完了）；。|彝文字符的中文含义是完（吃完了）；，英文含义是完(吃完了) 
0xf2c99	󲲙	彝文字符的中文含义是抽、吸，英文含义是抽, 吸。|的意思是抽、吸（抽, 吸）。
0xf2c9a	󲲚	是通用彝文字符 unicode 0xf2c9a 滇川黔桂彝文|pierce, penetrate (针thread, li
0xf2c9b	󲲛	󲿛󲻞󳂞󳀏󲝷󳅮󲻀󲪎󲪱󲡐󲝭󲹞󲾓|The Yi script for '（幻术）；（魔术）' 
0xf2c9c	󲲜	「押（送）」的通用彝文是「」。|The Yi script for '押（送）' is ''
0xf2c9d	󲲝	󲦣 slow beautiful|彝文字符的中文含义是摔倒，英文含义是摔倒。
0xf2c9e	󲲞	是通用彝文字符 unicode 0xf2c9e 滇川黔桂彝文|彝文 unicode:0xf2c9e 通用彝文字符集
0xf2c9f	󲲟	󳋃󳕅󲲦󲮜󳏌󲨵󲜝󲥧󲺈|(项) 圈 in Yi script is  (（项）圈).
0xf2ca0	󲲠	󳈵󳒒󳋽󲞛󳊎󲟳󲮂󳗁󲩭󳊊󲹂󳏗|棵 (量词)
0xf2ca1	󲲡	「1、邀约；2、邀请；」的通用彝文是「」。|1. 邀约; 2. 邀请;
0xf2ca2	󲲢	󳔭󲷿󲡛󲯆󳍈󲿴󲨄󲲩󳖢󲟊󳘎󲝴󲮎|的意思是蹲（squat, crouch）。
0xf2ca3	󲲣	「（但是）」的通用彝文是「」。|彝文字符的中文含义是（但是），英文含义是（但是）。
0xf2ca4	󲲤	彝文 unicode:0xf2ca4 通用彝文字符集|1. 结(子) ; 2. (thread, line团) ;
0xf2ca5	󲲥	󳌓󲻙󳗨󲝇󳃚󳜦󲹝󲹟󳀎󲢡|彝文 unicode:0xf2ca5 通用彝文字符集
0xf2ca6	󲲦	是通用彝文字符 unicode 0xf2ca6 滇川黔桂彝文|1. (垂fall, drop) ; 2. (和尚) ;
0xf2ca7	󲲧	󳐰󲯄󲮎󲫄󲡣󲸌󳂘󳔀󲧬󳕳󲷅󲳠󲵵|彝文 unicode:0xf2ca7 通用彝文字符集
0xf2ca8	󲲨	的英文是了(助词) ;，中文是了（助词）；。|了(助词) ; in Yi script is  (了（助词
0xf2ca9	󲲩	是通用彝文字符 unicode 0xf2ca9 滇川黔桂彝文|󲞈󲽑󲬶󲢩󲹧󳊳󳂨󲞪󳑐󲥓
0xf2caa	󲲪	The Yi script for '回忆' is ''. |的英文是回忆，中文是回忆。
0xf2cab	󲲫	「（上、坎上、岩石上）」的通用彝文是「」。|编号4234对应彝文字符。
0xf2cac	󲲬	是通用彝文字符 unicode 0xf2cac 滇川黔桂彝文|去 in Yi script is  (去).
0xf2cad	󲲭	(用hand掌) 打 in Yi script is  (（|的英文是(用hand掌) 打，中文是（用手掌）打。
0xf2cae	󲲮	彝文 unicode:0xf2cae 通用彝文字符集|的英文是弱，中文是弱。
0xf2caf	󲲯	残废, 瘫痪|󲺛󳙏󳐑󳊌󲴍󲾜󳘼󲞟󳌿󳙜󲻖󳉸󳏸󳄂
0xf2cb0	󲲰	「毁，坏（动词）」的通用彝文是「」。|毁, 坏 (动词) in Yi script is  (毁，
0xf2cb1	󲲱	The Yi script for '（舒畅）' is ''|󲲖󲡋󲽔󳒾󳃍󳇆󲼲󳓶󳄚󲜐󲼰
0xf2cb2	󲲲	󳂱󳇂󲸷󳛠󲠒󲿫󲪻󲺳󳖍󳈩|彝文 unicode:0xf2cb2 通用彝文字符集
0xf2cb3	󲲳	的意思是（伤口）发炎（(伤口) 发炎）。|彝文 unicode:0xf2cb3 通用彝文字符集
0xf2cb4	󲲴	灵敏 in Yi script is  (灵敏).|的英文是灵敏，中文是灵敏。
0xf2cb5	󲲵	彝文 unicode:0xf2cb5 通用彝文字符集|彝文字符的中文含义是惩治，英文含义是惩治。
0xf2cb6	󲲶	的英文是尖，中文是尖。|是通用彝文字符 unicode 0xf2cb6 滇川黔桂彝文
0xf2cb7	󲲷	The Yi script for '搭（话）（回答）' i|是通用彝文字符 unicode 0xf2cb7 滇川黔桂彝文
0xf2cb8	󲲸	󳅀󳀕󲿗󳗛󳋛󳀿󳌂󳐔󳏐󲝂󳒫|的意思是掼（稻子）（掼 (稻子)）。
0xf2cb9	󲲹	󳙪󲥮󳓤󲷨󲣽󲫺󳋓󲥡󲭛|彝文 unicode:0xf2cb9 通用彝文字符集
0xf2cba	󲲺	󲷮󳂐 snow moon small|The Yi script for '1、诅咒；2、（赌咒）
0xf2cbb	󲲻	󳔼󲱌󲶄󲥓󳄡󲩛󲾁󲶙󲪟󲲍󳐒󳆉󲰆|彝文 unicode:0xf2cbb 通用彝文字符集
0xf2cbc	󲲼	1, 茂盛; 2( (树wood) 枝叶茂盛);|󲼠󳔙󳏒󳀩󲺰󳓈󲦺󳘣󲥐
0xf2cbd	󲲽	是通用彝文字符 unicode 0xf2cbd 滇川黔桂彝文|彝文字符的中文含义是贫穷、贫困，英文含义是贫穷, 贫困。
0xf2cbe	󲲾	底descend, go down|󲼜󳆅 mountain wind moon
0xf2cbf	󲲿	󲡥󲞶󲵳󳏊󳒕󳕚󳜄󲻉󲧢|（曲涅, 彝族家支名）
0xf2cc0	󲳀	的英文是吃亏，中文是吃亏。|彝文字符的中文含义是吃亏，英文含义是吃亏。
0xf2cc1	󲳁	󳇾󲯊󲳝󳚠󳀠󳅧󳑇󲥞|（磨刀霍霍） in Yi script is  (（磨刀霍霍
0xf2cc2	󲳂	编号4257对应彝文字符。|的意思是（荣华）（（荣华））。
0xf2cc3	󲳃	是通用彝文字符 unicode 0xf2cc3 滇川黔桂彝文|彝文字符的中文含义是巧、灵活，英文含义是skillful, 
0xf2cc4	󲳄	󳛦󳕵󲧭󳏃 how do you say thank you |的英文是舅舅，中文是舅舅。
0xf2cc5	󲳅	是通用彝文字符 unicode 0xf2cc5 滇川黔桂彝文|󲩂󲺼󲳯󳙻󲾳󳛵󳗟
0xf2cc6	󲳆	字符的词汇编号是4261。|󳊧󲺐󲠭󳗲󲨈󳀒󲰔󲦱󲧠󲻧󲥪
0xf2cc7	󲳇	是通用彝文字符 unicode 0xf2cc7 滇川黔桂彝文|󳌳󳚳󳍟󳈥󲨛󲰴󳈦󳐀󲰷󳆘󲲑󳄙
0xf2cc8	󲳈	栓, 捆 in Yi script is  (栓、捆).|󳛯󲭏󳆞󲹽󳆻󳅁󳑋󲪇󲶏󲟨󳗻
0xf2cc9	󲳉	󳔘󳅾󳙑󳋀󲷈󳋦󲲏󲯧󳈜󳂩󳁳󲡶󳐷|彝文字符的中文含义是（土坎），英文含义是（土坎）。
0xf2cca	󲳊	是通用彝文字符 unicode 0xf2cca 滇川黔桂彝文|󲡩󲭛󳗂󲰿󲾔󲜵󲜒󲭬󳒗󲠪󲢨󲮁󲶄
0xf2ccb	󲳋	的英文是技术, 技艺，中文是技术、技艺。|彝文字符的中文含义是技术、技艺，英文含义是技术, 技艺。
0xf2ccc	󲳌	󳋒󲮣󲥾󳅰󳜈󲲰󲭢󳓡󳔼󳆦|是通用彝文字符 unicode 0xf2ccc 滇川黔桂彝文
0xf2ccd	󲳍	的英文是(wine, alcohol) 醒，中文是（酒）醒。|是通用彝文字符 unicode 0xf2ccd 滇川黔桂彝文
0xf2cce	󲳎	（果子、粮食）成熟用通用彝文写作「」。|(果子, 粮食) 成cooked, ripe
0xf2ccf	󲳏	撂 in Yi script is  (撂).|的意思是撂（撂）。
0xf2cd0	󲳐	彝文字符的中文含义是喷（水），英文含义是喷 (水)。|喷 (水) in Yi script is  (喷（水）).
0xf2cd1	󲳑	铠armor, first|的意思是铠甲（铠armor, first）。
0xf2cd2	󲳒	是通用彝文字符 unicode 0xf2cd2 滇川黔桂彝文|放出(池塘水, 田水) , 排水
0xf2cd3	󲳓	姓 in Yi script is  (姓).|姓
0xf2cd4	󲳔	的英文是(嘴) 唇，中文是（嘴）唇。|(嘴) 唇
0xf2cd5	󲳕	󲼕󳅅󲫳󲝉󳋊󳍑󲞲󲩰󲹲󲢒󲮄|The Yi script for '（强行）使牲畜往一定方
0xf2cd6	󲳖	The Yi script for '馒（头）、包（子）' |编号4277对应彝文字符。
0xf2cd7	󲳗	󲩷󲪠󲫱󳘇󳙙󲬆󲺃󳇴󲰺󳙠󲶵|彝文字符的中文含义是（震动）感，英文含义是(震动) 感。
0xf2cd8	󲳘	是通用彝文字符 unicode 0xf2cd8 滇川黔桂彝文|󳛔󲯨󳎏󲟼󳍰󳇻󳘶󲽙󲟢󲽒
0xf2cd9	󲳙	的意思是（膀胱）（（膀胱））。|彝文字符的中文含义是（膀胱），英文含义是（膀胱）。
0xf2cda	󲳚	是通用彝文字符 unicode 0xf2cda 滇川黔桂彝文|字符的词汇编号是4281。
0xf2cdb	󲳛	静 in Yi script is  (静).|「静」的通用彝文是「」。
0xf2cdc	󲳜	󲺤󳈻󲾫󲯴|的英文是（清楚, 明白），中文是（清楚、明白）。
0xf2cdd	󲳝	The Yi script for '1、甥；2、（姐夫、丈|「1、甥；2、（姐夫、丈夫）；3、（赘婿）；」的通用彝文是「
0xf2cde	󲳞	「1、移动、挪动；2、让开、走开；」的通用彝文是「」。|󳂫󳘩󲢠󲧜󳕺󲣵󳔓
0xf2cdf	󲳟	是通用彝文字符 unicode 0xf2cdf 滇川黔桂彝文|󳚢󲟺󳑾󲢜󲭪󲼍󳔕󳊁󲱝󳍜
0xf2ce0	󲳠	的意思是（压）瘪（(压) 瘪）。|󳌧󳎢󲨌󲦌󲺃󳗈󳖑󳌊
0xf2ce1	󲳡	是通用彝文字符 unicode 0xf2ce1 滇川黔桂彝文|彝文 unicode:0xf2ce1 通用彝文字符集
0xf2ce2	󲳢	是通用彝文字符 unicode 0xf2ce2 滇川黔桂彝文|󲼒󲿅󲬦󳊸󳋞󲟅󲟯󳛸󲾰󲶩󲵹󳇯󲧾
0xf2ce3	󲳣	的英文是(平均) 分摊，中文是（平均）分摊。|是通用彝文字符 unicode 0xf2ce3 滇川黔桂彝文
0xf2ce4	󲳤	的英文是黄松，中文是黄松。|彝文 unicode:0xf2ce4 通用彝文字符集
0xf2ce5	󲳥	󳉁󳚝󲭨󳑈󲜸󳐦󲬶󳈪󳊇󲨶󲞈󳗾󲶽󳂐|的英文是张 (弓)，中文是张（弓）。
0xf2ce6	󲳦	󲣢󳊀󲯦󳄴󲮦󲳚󲽬󲨗󲟘|（自己）
0xf2ce7	󲳧	The Yi script for '（筲箕（shaoji）|(筲箕 (shaoji) )
0xf2ce8	󲳨	「（火）焰」的通用彝文是「」。|的英文是(fire) 焰，中文是（火）焰。
0xf2ce9	󲳩	轮 in Yi script is  (轮).|是通用彝文字符 unicode 0xf2ce9 滇川黔桂彝文
0xf2cea	󲳪	󳒳󲟌󲲭󳕕󲞌󳎡󲾴|板(wood板, 石板) ;
0xf2ceb	󲳫	编号4298对应彝文字符。|(小) 块 in Yi script is  (（小）块).
0xf2cec	󲳬	󲸚󲻺󲴗󲿲󲠥󳋩󲥷󳐇󳇭󳙧󲸲|是通用彝文字符 unicode 0xf2cec 滇川黔桂彝文
0xf2ced	󲳭	󳅋󳅃󳖿󳂮󲦖󲳢󲨈󲪪|的意思是（很累）（（很累））。
0xf2cee	󲳮	彝文 unicode:0xf2cee 通用彝文字符集|󲰗󳘞󳛒󲯁󲨊󲡛󲫧󳃔󲦣󲾿󲸸󳖰󲮥
0xf2cef	󲳯	复活用通用彝文写作「」。|󲩂󲺼󳙻󲾳󳛵󲳅󳗟
0xf2cf0	󲳰	彝文 unicode:0xf2cf0 通用彝文字符集|是通用彝文字符 unicode 0xf2cf0 滇川黔桂彝文
0xf2cf1	󲳱	󲻊󳘒󲻓󳆈󲧂|󲪹󲮈󳘪󲨌
0xf2cf2	󲳲	󲟏󲢽󲶻󲨰󲫻󳁫󳋡|彝文字符的中文含义是跨，英文含义是跨。
0xf2cf3	󲳳	󳄛󳓠 people kind brave|󳌏󲣑󲻛󳒁
0xf2cf4	󲳴	吵闹, 叫嚷, 喧哗|吵闹, 叫嚷, 喧哗 in Yi script is  (吵
0xf2cf5	󲳵	的英文是禁忌，中文是禁忌。|是通用彝文字符 unicode 0xf2cf5 滇川黔桂彝文
0xf2cf6	󲳶	的意思是（火）烟（(fire) 烟）。|The Yi script for '（火）烟' is ''
0xf2cf7	󲳷	的英文是睫hair, wool，中文是睫毛。|The Yi script for '睫毛' is ''. 
0xf2cf8	󲳸	󳁥󳐬󳎻󳗏󲬛|编号4311对应彝文字符。
0xf2cf9	󲳹	󳆦󳋉󳗇󳑭󲾆󳁩󲨟󲹘|彝文字符的中文含义是烦躁，英文含义是烦躁。
0xf2cfa	󲳺	1、耍赖；2、（无中生有）；用通用彝文写作「」。|是通用彝文字符 unicode 0xf2cfa 滇川黔桂彝文
0xf2cfb	󲳻	是通用彝文字符 unicode 0xf2cfb 滇川黔桂彝文|的意思是软（绵绵）（软 (绵绵)）。
0xf2cfc	󲳼	是通用彝文字符 unicode 0xf2cfc 滇川黔桂彝文|󳕅󳜟󳇣󲣜󳗵󲟍󳍷󳃄󲯾󳛊󳚺󲦰󲻝󲮇
0xf2cfd	󲳽	󳐦󳆌󳊚󲟰|的意思是骨（头）（骨 (头)）。
0xf2cfe	󲳾	的英文是（锅庄石），中文是（锅庄石）。|是通用彝文字符 unicode 0xf2cfe 滇川黔桂彝文
0xf2cff	󲳿	的意思是（心）欠（(heart, mind) 欠）。|彝文字符的中文含义是（心）欠，英文含义是(heart, mi
0xf2d00	󲴀	编号4319对应彝文字符。|的英文是（顺heart, mind, 合heart, min
